Type,Version,Name,Description,Endpoint,SiteID,ResourceID,Kit.Name,Kit.Version,Kit.Class,Kit.SupportLevel,Kit.SupportGoal,Timestamp
"globus-mds4","4.0.8","globus-mds-info","WebServices MDS4","https://tg-login.ornl.teragrid.org:8446/wsrf/services/DefaultIndexService","ornl.teragrid.org","nstg.ornl.teragrid.org","core.teragrid.org","4.2.0","ctss","production","production","2009-07-23T05:01:33Z"
"gsi-openssh","3.9p1","gsi-openssh","GSI OpenSSH","tg-login.ornl.teragrid.org:22","ornl.teragrid.org","nstg.ornl.teragrid.org","login.teragrid.org","4.0.0","ctss","production","production","2009-07-23T05:01:33Z"
"gridftp","4.0.8","gridftp-striped-server","GridFTP","gsiftp://tg-gridftp.ornl.teragrid.org:2811/","ornl.teragrid.org","nstg.ornl.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:01:33Z"
"ws-rft","4.0.7","rft","WebServices Reliable File Transfer","https://tg-login.ornl.teragrid.org:8443/wsrf/services/ReliableFileTransferService","ornl.teragrid.org","nstg.ornl.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:01:33Z"
"gsi-openssh","4.5","gsi-scp-hpn","GSI OpenSSH","tg-login.ornl.teragrid.org:22","ornl.teragrid.org","nstg.ornl.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:01:33Z"
"gridftp","4.0.8","gridftp-default-server","GridFTP","gsiftp://tg-gridftp.ornl.teragrid.org:2811/","ornl.teragrid.org","nstg.ornl.teragrid.org","data-movement.teragrid.org","4.1.2","ctss","production","production","2009-07-23T05:01:33Z"
"condor-g","6.7.18","condor-g","Condor-G","embedded_in_software","ornl.teragrid.org","nstg.ornl.teragrid.org","workflow.teragrid.org","4.0.0","ctss","production","production","2009-07-23T05:01:33Z"
"globus-mds4","4.0.7","globus-mds-secure","WebServices MDS4","https://tg-login.ornl.teragrid.org:8443/wsrf/services/SecureIndexService","ornl.teragrid.org","nstg.ornl.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:01:33Z"
"ws-gram","4.0.7","ws-gram/Fork","WebServices GRAM","https://tg-login.ornl.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","ornl.teragrid.org","nstg.ornl.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:01:33Z"
"ws-gram","4.0.7","ws-gram/PBS","WebServices GRAM","https://tg-login.ornl.teragrid.org:8443/wsrf/services/ManagedJobFactoryService","ornl.teragrid.org","nstg.ornl.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:01:33Z"
"prews-gram","4.0.7","prews-gram-pbs","Pre-WebServices GRAM","tg-login.ornl.teragrid.org:2119/jobmanager-pbs","ornl.teragrid.org","nstg.ornl.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:01:33Z"
"globus-mds4","4.0.7","globus-mds","WebServices MDS4","https://tg-login.ornl.teragrid.org:8443/wsrf/services/DefaultIndexService","ornl.teragrid.org","nstg.ornl.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:01:33Z"
"prews-gram","4.0.7","prews-gram-fork","Pre-WebServices GRAM","tg-login.ornl.teragrid.org:2119/jobmanager-fork","ornl.teragrid.org","nstg.ornl.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:01:33Z"
"ws-delegation","4.0.7","ws-delegation","WebServices Delegation","https://tg-login.ornl.teragrid.org:8443/wsrf/services/DelegationService","ornl.teragrid.org","nstg.ornl.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:01:33Z"
"ws-ogsa-dai","4.0.7","ogsa-dai/TeraGridResource","OGSA DAI","https://tg-login.ornl.teragrid.org:8443/wsrf/services/ogsadai/Teragrid","ornl.teragrid.org","nstg.ornl.teragrid.org","remote-compute.teragrid.org","4.0.2","ctss","production","production","2009-07-23T05:01:33Z"
